Valor;Localidad;Genero;Metrica;Unidad;COD_INE
386.0;Almaraz de Duero;Total;Total habitantes;Personas.;49007
469.0;Almarcha, La;Total;Total habitantes;Personas.;16015
1876.0;Almargen;Total;Total habitantes;Personas.;29010
601.0;Almarza;Total;Total habitantes;Personas.;42019
41.0;Almarza de Cameros;Total;Total habitantes;Personas.;26012
7887.0;Almàssera;Total;Total habitantes;Personas.;46032
29159.0;Almassora;Total;Total habitantes;Personas.;12009
292.0;Almatret;Total;Total habitantes;Personas.;25020
5544.0;Almazán;Total;Total habitantes;Personas.;42020
61.0;Almazul;Total;Total habitantes;Personas.;42021
288.0;Almedíjar;Total;Total habitantes;Personas.;12010
475.0;Almedina;Total;Total habitantes;Personas.;13014
2302.0;Almedinilla;Total;Total habitantes;Personas.;14004
327.0;Almegíjar;Total;Total habitantes;Personas.;18016
411.0;Almeida de Sayago;Total;Total habitantes;Personas.;49008
3369.0;Almenar;Total;Total habitantes;Personas.;25021
233.0;Almenar de Soria;Total;Total habitantes;Personas.;42022
6813.0;Almenara;Total;Total habitantes;Personas.;12011
24.0;Almenara de Adaja;Total;Total habitantes;Personas.;47008
302.0;Almenara de Tormes;Total;Total habitantes;Personas.;37027
129.0;Almendra;Total;Total habitantes;Personas.;37028
1202.0;Almendral;Total;Total habitantes;Personas.;06010
341.0;Almendral de la Cañada;Total;Total habitantes;Personas.;45011
34587.0;Almendralejo;Total;Total habitantes;Personas.;06011
862.0;Almendro, El;Total;Total habitantes;Personas.;21003
240.0;Almendros;Total;Total habitantes;Personas.;16016
6646.0;Almensilla;Total;Total habitantes;Personas.;41010
205468.0;Almería;Total;Total habitantes;Personas.;04013
278.0;Almiserà;Total;Total habitantes;Personas.;46033
22.0;Almochuel;Total;Total habitantes;Personas.;50021
208.0;Almócita;Total;Total habitantes;Personas.;04014
5637.0;Almodóvar del Campo;Total;Total habitantes;Personas.;13015
401.0;Almodóvar del Pinar;Total;Total habitantes;Personas.;16017
8040.0;Almodóvar del Río;Total;Total habitantes;Personas.;14005
4269.0;Almogía;Total;Total habitantes;Personas.;29011
1379.0;Almoguera;Total;Total habitantes;Personas.;19021
10.0;Almohaja;Total;Total habitantes;Personas.;44018
1771.0;Almoharín;Total;Total habitantes;Personas.;10020
2664.0;Almoines;Total;Total habitantes;Personas.;46034
521.0;Almolda, La;Total;Total habitantes;Personas.;50022
220.0;Almonacid de la Cuba;Total;Total habitantes;Personas.;50023
756.0;Almonacid de la Sierra;Total;Total habitantes;Personas.;50024
991.0;Almonacid de Toledo;Total;Total habitantes;Personas.;45012
667.0;Almonacid de Zorita;Total;Total habitantes;Personas.;19022
412.0;Almonacid del Marquesado;Total;Total habitantes;Personas.;16018
1759.0;Almonaster la Real;Total;Total habitantes;Personas.;21004
24864.0;Almonte;Total;Total habitantes;Personas.;21005
22965.0;Almoradí;Total;Total habitantes;Personas.;03015
2569.0;Almorox;Total;Total habitantes;Personas.;45013
1384.0;Almoster;Total;Total habitantes;Personas.;43011
128.0;Almudaina;Total;Total habitantes;Personas.;03016
2462.0;Almudévar;Total;Total habitantes;Personas.;22021
8080.0;Almunia de Doña Godina, La;Total;Total habitantes;Personas.;50025
733.0;Almunia de San Juan;Total;Total habitantes;Personas.;22022
448.0;Almuniente;Total;Total habitantes;Personas.;22023
27544.0;Almuñécar;Total;Total habitantes;Personas.;18017
744.0;Almuradiel;Total;Total habitantes;Personas.;13016
9070.0;Almussafes;Total;Total habitantes;Personas.;46035
63.0;Alobras;Total;Total habitantes;Personas.;44019
151.0;Alocén;Total;Total habitantes;Personas.;19023
2991.0;Alonsotegi;Total;Total habitantes;Personas.;48912
13650.0;Álora;Total;Total habitantes;Personas.;29012
118.0;Alòs de Balaguer;Total;Total habitantes;Personas.;25022
3986.0;Alosno;Total;Total habitantes;Personas.;21006
14526.0;Alovera;Total;Total habitantes;Personas.;19024
2127.0;Alozaina;Total;Total habitantes;Personas.;29013
1724.0;Alp;Total;Total habitantes;Personas.;17006
242.0;Alpandeire;Total;Total habitantes;Personas.;29014
52.0;Alpanseque;Total;Total habitantes;Personas.;42023
599.0;Alpartir;Total;Total habitantes;Personas.;50026
15686.0;Alpedrete;Total;Total habitantes;Personas.;28010
267.0;Alpens;Total;Total habitantes;Personas.;08004
27.0;Alpeñés;Total;Total habitantes;Personas.;44020
2278.0;Alpera;Total;Total habitantes;Personas.;02010
6515.0;Alpicat;Total;Total habitantes;Personas.;25023
688.0;Alpuente;Total;Total habitantes;Personas.;46036
933.0;Alpujarra de la Sierra;Total;Total habitantes;Personas.;18904
519.0;Alqueria d'Asnar, l';Total;Total habitantes;Personas.;03017
1547.0;Alqueria de la Comtessa, l';Total;Total habitantes;Personas.;46037
4605.0;Alqueries, les/Alquerías del Niño Perdido;Total;Total habitantes;Personas.;12901
328.0;Alquézar;Total;Total habitantes;Personas.;22024
543.0;Alquife;Total;Total habitantes;Personas.;18018
126.0;Alsodux;Total;Total habitantes;Personas.;04015
453.0;Alt Àneu;Total;Total habitantes;Personas.;25024
44.0;Altable;Total;Total habitantes;Personas.;09013
5870.0;Altafulla;Total;Total habitantes;Personas.;43012
193.0;Altarejos;Total;Total habitantes;Personas.;16019
24592.0;Altea;Total;Total habitantes;Personas.;03018
1504.0;Altorricón;Total;Total habitantes;Personas.;22025
177.0;Altos, Los;Total;Total habitantes;Personas.;09014
7717.0;Altsasu/Alsasua;Total;Total habitantes;Personas.;31010
3849.0;Altura;Total;Total habitantes;Personas.;12012
165.0;Altzaga;Total;Total habitantes;Personas.;20906
447.0;Altzo;Total;Total habitantes;Personas.;20007
152.0;Alustante;Total;Total habitantes;Personas.;19027
48236.0;Alzira;Total;Total habitantes;Personas.;46017
131.0;Amavida;Total;Total habitantes;Personas.;05012
36.0;Amayuelas de Arriba;Total;Total habitantes;Personas.;34009
253.0;Ambel;Total;Total habitantes;Personas.;50027
732.0;Ambite;Total;Total habitantes;Personas.;28011
2422.0;Amer;Total;Total habitantes;Personas.;17007
33276.0;Ames;Total;Total habitantes;Personas.;15002
729.0;Améscoa Baja;Total;Total habitantes;Personas.;31013
7446.0;Ametlla de Mar, L';Total;Total habitantes;Personas.;43013
9474.0;Ametlla del Vallès, L';Total;Total habitantes;Personas.;08005
107.0;Ameyugo;Total;Total habitantes;Personas.;09016
956.0;Amezketa;Total;Total habitantes;Personas.;20008
591.0;Amieva;Total;Total habitantes;Personas.;33003
2443.0;Amoeiro;Total;Total habitantes;Personas.;32002
19660.0;Amorebieta-Etxano;Total;Total habitantes;Personas.;48003
390.0;Amoroto;Total;Total habitantes;Personas.;48004
3785.0;Ampolla, L';Total;Total habitantes;Personas.;43906
23080.0;Amposta;Total;Total habitantes;Personas.;43014
588.0;Ampudia;Total;Total habitantes;Personas.;34010
4518.0;Ampuero;Total;Total habitantes;Personas.;39002
10364.0;Amurrio;Total;Total habitantes;Personas.;01002
417.0;Amusco;Total;Total habitantes;Personas.;34011
95.0;Amusquillo;Total;Total habitantes;Personas.;47009
35.0;Anadón;Total;Total habitantes;Personas.;44024
111.0;Anaya;Total;Total habitantes;Personas.;40017
190.0;Anaya de Alba;Total;Total habitantes;Personas.;37029
1414.0;Anchuelo;Total;Total habitantes;Personas.;28012
267.0;Anchuras;Total;Total habitantes;Personas.;13017
363.0;Ancín/Antzin;Total;Total habitantes;Personas.;31014
404.0;Andavías;Total;Total habitantes;Personas.;49009
338.0;Andilla;Total;Total habitantes;Personas.;46038
14517.0;Andoain;Total;Total habitantes;Personas.;20009
7223.0;Andorra;Total;Total habitantes;Personas.;44025
2925.0;Andosilla;Total;Total habitantes;Personas.;31015
12195.0;Andratx;Total;Total habitantes;Personas.;07005
35610.0;Andújar;Total;Total habitantes;Personas.;23005
117.0;Anento;Total;Total habitantes;Personas.;50028
5944.0;Anglès;Total;Total habitantes;Personas.;17008
1389.0;Anglesola;Total;Total habitantes;Personas.;25027
8.0;Angón;Total;Total habitantes;Personas.;19031
450.0;Anguciana;Total;Total habitantes;Personas.;26013
350.0;Angüés;Total;Total habitantes;Personas.;22027
488.0;Anguiano;Total;Total habitantes;Personas.;26014
150.0;Anguita;Total;Total habitantes;Personas.;19032
166.0;Anguix;Total;Total habitantes;Personas.;09017
274.0;Anievas;Total;Total habitantes;Personas.;39003
678.0;Aniñón;Total;Total habitantes;Personas.;50029
2600.0;Anna;Total;Total habitantes;Personas.;46039
2112.0;Anoeta;Total;Total habitantes;Personas.;20010
46.0;Anquela del Ducado;Total;Total habitantes;Personas.;19033
28.0;Anquela del Pedregal;Total;Total habitantes;Personas.;19034
409.0;Ansó;Total;Total habitantes;Personas.;22028
10663.0;Ansoáin/Antsoain;Total;Total habitantes;Personas.;31016
3472.0;Antas;Total;Total habitantes;Personas.;04016
1822.0;Antas de Ulla;Total;Total habitantes;Personas.;27003
1130.0;Antella;Total;Total habitantes;Personas.;46040
41849.0;Antequera;Total;Total habitantes;Personas.;29015
14164.0;Antigua;Total;Total habitantes;Personas.;35003
324.0;Antigua, La;Total;Total habitantes;Personas.;24005
329.0;Antigüedad;Total;Total habitantes;Personas.;34012
127.0;Antillón;Total;Total habitantes;Personas.;22029
2045.0;Antzuola;Total;Total habitantes;Personas.;20011
501.0;Anue;Total;Total habitantes;Personas.;31017
141.0;Añana;Total;Total habitantes;Personas.;01049
67.0;Añe;Total;Total habitantes;Personas.;40018
207.0;Añón de Moncayo;Total;Total habitantes;Personas.;50030
1487.0;Añora;Total;Total habitantes;Personas.;14006
622.0;Añorbe;Total;Total habitantes;Personas.;31018
5454.0;Añover de Tajo;Total;Total habitantes;Personas.;45014
84.0;Añover de Tormes;Total;Total habitantes;Personas.;37030
3083.0;Aoiz/Agoitz;Total;Total habitantes;Personas.;31019
318.0;Arabayona de Mógica;Total;Total habitantes;Personas.;37031
8425.0;Aracena;Total;Total habitantes;Personas.;21007
5945.0;Arafo;Total;Total habitantes;Personas.;38004
123.0;Aragüés del Puerto;Total;Total habitantes;Personas.;22032
19546.0;Arahal;Total;Total habitantes;Personas.;41011
31.0;Arahuetes;Total;Total habitantes;Personas.;40019
506.0;Araitz;Total;Total habitantes;Personas.;31020
156.0;Arakaldo;Total;Total habitantes;Personas.;48005
990.0;Arakil;Total;Total habitantes;Personas.;31025
173.0;Arama;Total;Total habitantes;Personas.;20012
1354.0;Aramaio;Total;Total habitantes;Personas.;01003
70.0;Aranarache/Aranaratxe;Total;Total habitantes;Personas.;31021
73.0;Arancón;Total;Total habitantes;Personas.;42024
33956.0;Aranda de Duero;Total;Total habitantes;Personas.;09018
112.0;Aranda de Moncayo;Total;Total habitantes;Personas.;50031
279.0;Arándiga;Total;Total habitantes;Personas.;50032
157.0;Arandilla;Total;Total habitantes;Personas.;09019
14.0;Arandilla del Arroyo;Total;Total habitantes;Personas.;16020
1793.0;Aranga;Total;Total habitantes;Personas.;15003
13216.0;Aranguren;Total;Total habitantes;Personas.;31023
63040.0;Aranjuez;Total;Total habitantes;Personas.;28013
108.0;Arano;Total;Total habitantes;Personas.;31024
628.0;Arantza;Total;Total habitantes;Personas.;31022
411.0;Arantzazu;Total;Total habitantes;Personas.;48006
411.0;Aranzueque;Total;Total habitantes;Personas.;19036
148.0;Arañuel;Total;Total habitantes;Personas.;12013
744.0;Arapiles;Total;Total habitantes;Personas.;37032
150.0;Aras;Total;Total habitantes;Personas.;31026
401.0;Aras de los Olmos;Total;Total habitantes;Personas.;46041
260.0;Arauzo de Miel;Total;Total habitantes;Personas.;09020
44.0;Arauzo de Salce;Total;Total habitantes;Personas.;09021
55.0;Arauzo de Torre;Total;Total habitantes;Personas.;09022
157.0;Arbancón;Total;Total habitantes;Personas.;19037
2163.0;Arbeca;Total;Total habitantes;Personas.;25029
16.0;Arbeteta;Total;Total habitantes;Personas.;19038
1107.0;Arbizu;Total;Total habitantes;Personas.;31027
2603.0;Arbo;Total;Total habitantes;Personas.;36001
5721.0;Arboç, L';Total;Total habitantes;Personas.;43016
4215.0;Arboleas;Total;Total habitantes;Personas.;04017
138.0;Arbolí;Total;Total habitantes;Personas.;43015
6665.0;Arbúcies;Total;Total habitantes;Personas.;17009
2332.0;Arcas;Total;Total habitantes;Personas.;16905
290.0;Arce/Artzi;Total;Total habitantes;Personas.;31028
89.0;Arcediano;Total;Total habitantes;Personas.;37033
450.0;Arcenillas;Total;Total habitantes;Personas.;49010
20908.0;Archena;Total;Total habitantes;Personas.;30009
441.0;Árchez;Total;Total habitantes;Personas.;29016
8105.0;Archidona;Total;Total habitantes;Personas.;29017
1089.0;Arcicóllar;Total;Total habitantes;Personas.;45015
85.0;Arco, El;Total;Total habitantes;Personas.;37034
45.0;Arconada;Total;Total habitantes;Personas.;34015
179.0;Arcones;Total;Total habitantes;Personas.;40020
1823.0;Arcos;Total;Total habitantes;Personas.;09023
1531.0;Arcos de Jalón;Total;Total habitantes;Personas.;42025
31267.0;Arcos de la Frontera;Total;Total habitantes;Personas.;11006
211.0;Arcos de la Polvorosa;Total;Total habitantes;Personas.;49011
77.0;Arcos de la Sierra;Total;Total habitantes;Personas.;16022
105.0;Arcos de las Salinas;Total;Total habitantes;Personas.;44026
1177.0;Arcos, Los;Total;Total habitantes;Personas.;31029
2524.0;Ardales;Total;Total habitantes;Personas.;29018
73.0;Ardisa;Total;Total habitantes;Personas.;50033
533.0;Ardón;Total;Total habitantes;Personas.;24006
1292.0;Areatza;Total;Total habitantes;Personas.;48093
165.0;Arellano;Total;Total habitantes;Personas.;31030
309.0;Arén;Total;Total habitantes;Personas.;22035
961.0;Arenal, El;Total;Total habitantes;Personas.;05013
626.0;Arenales de San Gregorio;Total;Total habitantes;Personas.;13903
1291.0;Arenas;Total;Total habitantes;Personas.;29019
1735.0;Arenas de Iguña;Total;Total habitantes;Personas.;39004
1013.0;Arenas de San Juan;Total;Total habitantes;Personas.;13018
6460.0;Arenas de San Pedro;Total;Total habitantes;Personas.;05014
608.0;Arenas del Rey;Total;Total habitantes;Personas.;18020
29.0;Arenillas;Total;Total habitantes;Personas.;42026
156.0;Arenillas de Riopisuerga;Total;Total habitantes;Personas.;09024
181.0;Arens de Lledó;Total;Total habitantes;Personas.;44027
17042.0;Arenys de Mar;Total;Total habitantes;Personas.;08006
9558.0;Arenys de Munt;Total;Total habitantes;Personas.;08007
257.0;Arenzana de Abajo;Total;Total habitantes;Personas.;26015
37.0;Arenzana de Arriba;Total;Total habitantes;Personas.;26016
6275.0;Ares;Total;Total habitantes;Personas.;15004
181.0;Ares del Maestrat;Total;Total habitantes;Personas.;12014
260.0;Areso;Total;Total habitantes;Personas.;31031
7178.0;Aretxabaleta;Total;Total habitantes;Personas.;20013
58.0;Arevalillo;Total;Total habitantes;Personas.;05015
18.0;Arevalillo de Cega;Total;Total habitantes;Personas.;40021
7851.0;Arévalo;Total;Total habitantes;Personas.;05016
71.0;Arévalo de la Sierra;Total;Total habitantes;Personas.;42027
6777.0;Argamasilla de Alba;Total;Total habitantes;Personas.;13019
5847.0;Argamasilla de Calatrava;Total;Total habitantes;Personas.;13020
60419.0;Arganda del Rey;Total;Total habitantes;Personas.;28014
800.0;Arganza;Total;Total habitantes;Personas.;24007
79.0;Argañín;Total;Total habitantes;Personas.;49012
109.0;Argavieso;Total;Total habitantes;Personas.;22036
74.0;Argecilla;Total;Total habitantes;Personas.;19039
468.0;Argelaguer;Total;Total habitantes;Personas.;17010
139.0;Argelita;Total;Total habitantes;Personas.;12015
245.0;Argençola;Total;Total habitantes;Personas.;08008
204.0;Argente;Total;Total habitantes;Personas.;44028
139.0;Argentera, L';Total;Total habitantes;Personas.;43017
12891.0;Argentona;Total;Total habitantes;Personas.;08009
7178.0;Argés;Total;Total habitantes;Personas.;45016
1884.0;Argoños;Total;Total habitantes;Personas.;39005
2309.0;Arguedas;Total;Total habitantes;Personas.;31032
167.0;Arguis;Total;Total habitantes;Personas.;22037
127.0;Arguisuelas;Total;Total habitantes;Personas.;16024
215.0;Argujillo;Total;Total habitantes;Personas.;49013
51.0;Aria;Total;Total habitantes;Personas.;31033
1072.0;Ariany;Total;Total habitantes;Personas.;07901
34.0;Aribe;Total;Total habitantes;Personas.;31034
9505.0;Arico;Total;Total habitantes;Personas.;38005
115.0;Arija;Total;Total habitantes;Personas.;09025
605.0;Ariño;Total;Total habitantes;Personas.;44029
1096.0;Ariza;Total;Total habitantes;Personas.;50034
5330.0;Arjona;Total;Total habitantes;Personas.;23006
3520.0;Arjonilla;Total;Total habitantes;Personas.;23007
425.0;Arlanzón;Total;Total habitantes;Personas.;09026
52.0;Armallones;Total;Total habitantes;Personas.;19040
47.0;Armañanzas;Total;Total habitantes;Personas.;31035
1080.0;Armentera, L';Total;Total habitantes;Personas.;17011
156.0;Armenteros;Total;Total habitantes;Personas.;37035
25300.0;Armilla;Total;Total habitantes;Personas.;18021
236.0;Armiñón;Total;Total habitantes;Personas.;01006
253.0;Armuña;Total;Total habitantes;Personas.;40022
371.0;Armuña de Almanzora;Total;Total habitantes;Personas.;04018
280.0;Armuña de Tajuña;Total;Total habitantes;Personas.;19041
433.0;Arnedillo;Total;Total habitantes;Personas.;26017
15140.0;Arnedo;Total;Total habitantes;Personas.;26018
461.0;Arnes;Total;Total habitantes;Personas.;43018
949.0;Arnoia, A;Total;Total habitantes;Personas.;32003
2300.0;Arnuero;Total;Total habitantes;Personas.;39006
2991.0;Aroche;Total;Total habitantes;Personas.;21008
87793.0;Arona;Total;Total habitantes;Personas.;38006
105.0;Arquillinos;Total;Total habitantes;Personas.;49014
1682.0;Arquillos;Total;Total habitantes;Personas.;23008
186.0;Arrabalde;Total;Total habitantes;Personas.;49015
812.0;Arraia-Maeztu;Total;Total habitantes;Personas.;01037
14.0;Arrancacepas;Total;Total habitantes;Personas.;16025
1018.0;Arrankudiaga-Zollo;Total;Total habitantes;Personas.;48009
22450.0;Arrasate/Mondragón;Total;Total habitantes;Personas.;20055
417.0;Arratzu;Total;Total habitantes;Personas.;48914
1056.0;Arratzua-Ubarrundia;Total;Total habitantes;Personas.;01008
49.0;Arraya de Oca;Total;Total habitantes;Personas.;09027
70811.0;Arrecife;Total;Total habitantes;Personas.;35004
478.0;Arredondo;Total;Total habitantes;Personas.;39007
58.0;Arres;Total;Total habitantes;Personas.;25031
4049.0;Arriate;Total;Total habitantes;Personas.;29020
582.0;Arrieta;Total;Total habitantes;Personas.;48010
11939.0;Arrigorriaga;Total;Total habitantes;Personas.;48011
388.0;Arroba de los Montes;Total;Total habitantes;Personas.;13021
1064.0;Arróniz;Total;Total habitantes;Personas.;31036
22800.0;Arroyo de la Encomienda;Total;Total habitantes;Personas.;47010
5495.0;Arroyo de la Luz;Total;Total habitantes;Personas.;10021
32.0;Arroyo de las Fraguas;Total;Total habitantes;Personas.;19042
4001.0;Arroyo de San Serván;Total;Total habitantes;Personas.;06012
2158.0;Arroyo del Ojanco;Total;Total habitantes;Personas.;23905
816.0;Arroyomolinos;Total;Total habitantes;Personas.;10023
